x,y
7.102772784538890605e+00,4.721980966566044202e+01
2.030553400966851996e+01,4.909089715358154393e+01
1.474461929420013817e+01,5.651072115152126685e+01
1.553883867450707967e+01,3.826079648552281753e+01
1.339385174490625374e+01,4.738078185581639445e+01
1.481827187880017682e+01,4.574693336298358304e+01
1.621039730675101254e+01,4.976524165417456658e+01
1.625411883129888579e+01,4.813885349224156585e+01
9.998975937782160983e+00,5.351791381050100682e+01
2.050379606479032191e+01,3.935461575810880674e+01
2.155196312871625253e+01,5.367165202466243557e+01
1.482830569191782644e+01,4.519971581273625816e+01
8.448049350092066589e+00,5.535915021754660614e+01
1.166925076769798508e+01,5.018578036471971160e+01
1.809521028934936737e+01,4.698000674447079916e+01
1.910602854426553776e+01,4.927002992002852011e+01
1.218236452249951896e+01,5.327149286275997042e+01
2.258642015194403641e+01,3.860308215888071004e+01
1.088560313356734177e+01,4.478265666041449578e+01
2.383704306557801544e+01,4.964508952676374776e+01
1.289769640798443007e+01,4.963794909329696736e+01
7.328314047401319087e+00,3.943530243677490432e+01
1.449634942097209844e+01,5.667736623250985417e+01
7.871019677517534063e+00,4.705166479362087983e+01
1.555858236319645904e+01,4.959396311605506469e+01
1.751301929734832186e+01,4.531935116427355581e+01
1.701706526980357381e+01,4.830115440195631749e+01
8.052988190880805419e+00,6.122104152670397781e+01
2.249613771960112274e+01,4.306964913639337311e+01
1.167157106790664400e+01,4.370899464617733798e+01
2.803405552487931018e+01,5.245238866987148896e+01
2.726867198315874319e+00,5.537656981808599710e+01
2.459541653861974098e+00,5.037695322320571023e+01
1.437303405449542026e+01,4.070650151494457702e+01
2.745942429810614271e+01,4.782637834005468846e+01
1.271083864541469133e+01,4.989484241350627514e+01
5.373977067472798907e+00,5.674014426512744791e+01
1.432304115583804283e+01,5.670823812999541502e+01
1.845479570042208195e+01,5.055026230772745777e+01
6.413891271545217876e+00,4.760867867187054259e+01
1.333058600755511414e+01,4.865823960355697153e+01
1.297675066416771372e+01,4.821631278546661292e+01
1.975872055592355281e+01,4.631481372777022898e+01
1.745942173740538905e+01,4.041075222561218538e+01
1.473304294733248909e+01,4.823923154324166518e+01
1.908829462885702810e+01,5.156746807702673152e+01
1.645852835339180587e+01,5.115481991430995379e+01
1.168291202911957427e+01,5.621180521745424130e+01
1.822649440661315623e+01,4.539713149405646675e+01
1.439266959347033570e+01,4.449062549606136940e+01
1.565024673755696405e+01,4.721676646377207476e+01
1.598885243498835251e+01,4.047317655492288679e+01
2.208841435514040796e+01,4.523560387872213795e+01
1.994081481929408284e+01,4.757548812590107445e+01
1.259986386599739383e+01,5.050372188533900442e+01
1.181394517875830630e+01,4.429537150892826958e+01
5.280404476398036451e+00,4.060406223714829110e+01
1.569094241311464089e+01,5.653168384247844358e+01
1.451473522436803698e+01,5.063994809135900255e+01
1.890812511942786500e+01,4.704533599912524267e+01
6.732476379194119787e+00,4.777603808411713260e+01
1.376660396966388333e+01,5.027836894358846109e+01
1.844279334597371900e+01,6.032665157922416199e+01
1.253794043784624535e+01,5.991377975155143787e+01
1.568228732489533961e+01,5.250781451633265107e+01
9.902790921061944474e+00,5.751807069014601126e+01
1.751663848399223156e+01,4.730978353138245041e+01
2.104720463683277032e+01,4.897353998393259644e+01
9.437891437815340012e+00,4.462433404009494353e+01
7.999619686609529268e+00,5.067799009211100980e+01
1.281159350526363738e+01,5.707532415442453555e+01
8.614331149408300803e+00,5.526136323483049040e+01
2.552796673828467533e+01,5.026640872480736277e+01
1.727358128959255623e+01,4.646504725915583833e+01
1.254415043199427515e+01,5.682379729968040039e+01
1.593237067422666975e+01,4.579650191897179212e+01
2.516504080203113958e+01,4.742207101684303439e+01
1.829591514897197158e+01,4.779690176147502712e+01
1.430679692436005368e+01,3.796183457314937471e+01
1.952475514595732875e+01,4.908106673812208243e+01
6.335221977613958444e+00,4.388096391239532323e+01
1.153536049950632858e+01,5.005082590577517010e+01
1.694180881626449775e+01,4.796149728752646979e+01
1.756471680916455824e+01,4.805904178487352851e+01
1.563080267106975185e+01,4.305982279533288448e+01
1.546393447677185407e+01,4.074696070468637288e+01
1.090519131947309361e+01,4.192584076098208357e+01
1.752098851082059028e+01,5.581991154634965113e+01
1.318056994576549990e+01,4.527185658491586651e+01
1.148608077822222739e+01,4.004526045579198978e+01
1.169074764780702580e+01,5.361045597494518233e+01
9.584815946050223801e+00,5.235020910841942055e+01
1.017773459762523025e+01,4.775283719997457865e+01
6.569213527912637574e+00,4.656465133854299410e+01
1.527797021291284807e+01,5.231332365591072175e+01
1.242579981762903252e+01,5.628589435967067800e+01
4.441312717607388549e+00,4.957099358553986690e+01
1.754226540515129429e+01,5.590503301776994505e+01
2.009257731563764793e+01,5.409070089463302367e+01
1.348802647004546706e+01,4.847972911322519707e+01
2.173899815202580044e+01,4.745617015970088914e+01
1.644130676027043947e+01,4.253369847851536178e+01
2.441851743798803653e+01,4.462223098891613660e+01
1.574992602827406785e+01,4.759316023798874085e+01
1.086279161516782921e+01,5.403975875287793684e+01
4.558858746599533163e+00,5.233698024927420533e+01
1.309935578513743870e+01,5.691790061879038376e+01
2.033615905855884876e+01,5.070684247973196079e+01
8.188149671974136012e+00,5.344365131213415054e+01
1.811959545584707953e+01,5.211356200322875765e+01
1.065711776525665400e+01,5.475509833794767189e+01
1.065254096695883135e+01,5.512691276964154952e+01
9.820326066205135263e+00,5.731320142863815192e+01
1.492371276299815186e+01,6.450322588284527114e+01
1.242390817823020299e+01,4.761450897220942124e+01
1.978402143982349770e+01,5.195362038625812318e+01
9.895591114380735576e+00,5.196361288266817979e+01
9.320189035348745321e+00,5.264569628702140136e+01
1.961760341562623111e+01,5.108000657217662877e+01
1.018757908791092071e+01,5.143987767061327077e+01
4.034587935462122132e+00,4.728900261721945242e+01
1.416792118018947733e+01,5.749076987738081357e+01
1.778131340041942110e+01,4.500117761791223359e+01
1.362514623346566012e+01,4.532361578071171948e+01
1.926809318449836184e+01,4.743618677384141336e+01
5.930157360501333130e+00,5.593301339119233262e+01
1.038054209249083293e+01,5.000052599939397879e+01
5.278635283517159493e+00,4.978064935031878235e+01
2.512407544081271027e+01,5.462389750431916724e+01
1.076281309540200937e+01,4.191141701609164016e+01
2.206744325345043123e+01,4.799871685917369035e+01
1.076137313369737214e+01,5.322271516562476990e+01
1.735011776563085917e+01,5.475805142062932873e+01
1.093064107738171487e+01,4.446942500335626391e+01
1.290350689749731927e+01,5.972292188608635399e+01
1.603613323216955067e+01,5.375904322315858508e+01
1.100775888687006443e+01,4.227488854831602083e+01
2.133698266675654764e+01,5.446896679797379903e+01
2.091695755188014516e+01,5.078423757300760855e+01
1.785977410188504777e+01,5.195239946538825393e+01
1.835356823985852515e+01,4.756994278842379487e+01
9.592105628826340435e+00,5.426363112956541812e+01
1.871185682692433971e+01,5.923699708028166810e+01
1.039704577146806130e+01,3.937948792556693434e+01
1.352945026295662956e+01,5.020672702023779976e+01
1.464598613462163179e+01,4.692520171300077436e+01
1.848211148048829955e+01,5.149965166967027130e+01
1.487349150877799886e+01,4.534511954992217397e+01
2.343245972158944923e+01,5.994276716020376483e+01
2.553855875890182858e+01,4.825405155717953676e+01
1.505130390302490362e+01,5.290331629574994565e+01
1.617489554295777765e+01,5.279057879710298096e+01
1.959242827582447077e+01,4.980784111033053563e+01
4.086998585967888786e+00,4.201615333416906140e+01
9.003522668620723479e+00,4.705203005752419188e+01
1.024313728019993341e+01,4.444652666066266278e+01
1.460522609338352140e+01,5.342719672370749606e+01
1.055966492706565063e+01,4.316730588663867252e+01
1.507098346796233024e+01,4.838718214883849100e+01
7.979974301333434994e+00,5.626767220246421175e+01
1.577166236323006387e+01,4.726499753520897684e+01
1.962613939727707191e+01,5.608219666678088799e+01
2.075686258025381647e+01,4.183985547092265023e+01
9.983312135016870315e+00,4.128226045411376788e+01
1.822086545231661603e+01,5.413637254962230827e+01
1.524240884697214149e+01,4.517216317346817078e+01
2.269699255777699420e+01,5.127164669880767178e+01
1.411558003428678987e+01,5.708730726063934213e+01
1.390479626068885466e+01,4.698466692253763455e+01
1.313727174755986482e+01,4.584211928694490723e+01
2.131633055523525044e+01,4.356822418122363416e+01
1.667024365202690106e+01,4.740705597425537121e+01
5.823298345173954615e+00,5.624658338364730525e+01
1.331729220902078836e+01,4.514469435776702255e+01
1.529849209912200969e+01,4.582109918274012728e+01
9.199903073072650983e+00,4.847472886636399636e+01
1.558219100464207507e+01,4.892549014180696787e+01
2.094283348417692991e+01,5.187545355172867545e+01
2.756751869410198807e+01,4.608262226377467385e+01
1.072327558819293891e+01,5.348993674674856180e+01
2.419191317510054517e+01,5.213565260780144683e+01
4.043103954201781036e+00,5.077344578911610284e+01
1.622220109506379160e+01,6.337926343348791391e+01
1.178610203448072546e+01,5.940925699987403874e+01
2.026157350092573139e+01,4.847200110565073317e+01
9.988954389755043906e+00,4.653664107945272832e+01
6.261178502160031911e+00,4.987714601373983214e+01
7.254417991894829498e+00,5.318784641122051937e+01
1.292491815067961269e+01,4.906294732873294606e+01
1.309671154423264383e+01,4.885654539497004123e+01
1.175367270105190620e+01,4.564544914056715186e+01
1.540684887582618856e+01,5.003862267660862528e+01
8.901739923336961624e+00,5.178434915787367743e+01
6.641348610126648566e+00,5.234387716694094905e+01
1.121321957041219974e+01,4.937895788209060299e+01
2.130629219824233189e+01,4.532838980019602104e+01
1.415610701741569066e+01,5.647230841463911588e+01
1.527493180325678068e+01,5.807145164699537077e+01
1.646650369921265167e+01,4.773103336895976412e+01
2.046737469938705800e+01,5.607415599125560846e+01
1.565498577148363069e+01,4.796533748492608851e+01
1.277422423396327034e+01,5.567762609504899274e+01
2.225324653369987615e+01,5.490780644813059297e+01
1.949021299033200449e+01,4.864248513137481211e+01
1.147197727678770640e+01,5.611304257670614248e+01
6.385129005979862882e+00,5.588125630075879258e+01
2.336747113655401620e+01,4.405222266560687672e+01
1.683168332495086261e+01,5.655330928367660448e+01
1.220813953240526928e+01,5.464358785728137491e+01
1.494911086140826662e+01,4.821492038917146061e+01
8.749424484905883759e+00,4.556510846793340619e+01
2.075479882651717389e+01,5.460385073156191282e+01
1.926419091341773893e+01,4.328101252344559668e+01
1.397239814019191684e+01,4.778664575767832901e+01
1.341777761293389304e+01,5.005723856418654094e+01
5.431037114895296725e+00,5.044014098711222260e+01
1.821018590566306017e+01,4.453983410177709601e+01
1.503497360765509683e+01,5.108079930952879266e+01
1.458184153643125391e+01,4.301909251984597660e+01
4.135341774055218522e+00,5.203676887841463383e+01
1.868780762583233823e+01,5.060192703251195923e+01
1.972737355305590512e+01,5.092404987252179893e+01
1.314688045302148822e+01,5.549905451169485104e+01
1.853579324869054190e+01,4.540392914035813021e+01
1.335918627038178386e+01,6.074258962857791033e+01
1.538130216541338591e+01,5.729502637373856544e+01
1.807465616369637473e+01,5.340525394072786725e+01
1.950370681620553981e+01,5.462480336479760012e+01
1.109751609110201898e+01,5.311304529409075315e+01
1.747063602636260526e+01,4.766090231492171370e+01
2.287900366907060601e+01,5.261364674128892460e+01
2.567602949588721373e+00,5.461145503144147995e+01
1.201259046286394394e+01,5.205649594814055092e+01
1.074212711176461177e+01,5.071259305325368416e+01
7.178571358424774118e+00,5.188227063367375536e+01
1.335706898771355888e+01,4.920024964268363732e+01
2.272567626581589195e+01,5.433924899932742392e+01
8.789306810934618852e+00,5.043597685136185760e+01
1.448131907301684329e+01,4.570834286453620621e+01
1.417024220982640514e+01,4.347867817313293415e+01
1.976305310644345070e+01,4.903271978248523766e+01
8.541008575486246812e+00,4.943342920356148795e+01
1.338417903900986516e+01,5.006286803980681555e+01
1.031473373039392172e+01,4.679269095033668435e+01
1.212702179875774000e+01,4.800809675339637295e+01
1.568657507718518751e+01,5.032502715499570201e+01
1.917300523909232268e+01,4.982505340143579531e+01
1.140423831887694561e+01,5.531870746226933022e+01
1.897088204272343859e+01,5.008511087988357957e+01
1.661318427983963986e+01,4.959869626249469832e+01
1.499711864271389139e+01,4.955750971797345272e+01
1.211767587827379522e+01,5.018419125421348781e+01
1.955180171208407103e+01,4.940965662761571764e+01
2.323180795993755154e+00,4.587436945427484858e+01
1.416033700250056171e+01,5.037122173260123503e+01
1.503454351924347421e+01,4.533897510424795030e+01
1.147065600892076631e+01,4.591616634838170086e+01
1.128773977918479332e+01,5.276191711074771007e+01
2.654247880219912759e+01,3.656989822318948313e+01
1.533189586639195312e+01,4.728523006036155607e+01
8.968107108688769813e+00,5.463972783802395838e+01
1.590695676189681862e+01,3.849459351980366506e+01
1.193573834346167217e+01,5.912421873315054199e+01
1.643291046885622464e+01,4.808587969451956212e+01
1.676081192439105649e+01,5.202360440099119643e+01
1.415968979557064955e+01,4.038279992543916563e+01
1.412639662031783416e+01,5.156416774346089227e+01
2.204080917016107577e+01,5.163337358759719109e+01
9.793299796005701552e+00,6.206431584765364562e+01
6.498641215423585749e+00,5.181048999697294732e+01
1.816807342761596189e+01,6.435410744547097295e+01
4.258155135884450715e+00,4.228440659526038559e+01
1.235814026612981387e+01,4.052826648506052720e+01
1.031263432395606294e+01,5.317975726951477355e+01
6.924146374521468417e+00,4.746891751776591661e+01
8.134993666304065840e+00,5.123003607585718555e+01
1.609832894127948322e+01,4.694241811646278251e+01
1.628266464130516766e+01,5.427093965268147713e+01
1.809738171994685985e+01,4.791844698369936850e+01
2.046437842308981558e+01,5.216817358737807098e+01
1.472839564271847834e+01,5.619083909657495468e+01
7.966517691212905206e+00,4.558666706300132176e+01
9.622100747904980267e-01,5.003744657068723001e+01
1.819459582755251148e+01,5.370618644942462083e+01
1.106494178037012688e+01,5.760611525094965657e+01
9.850138487259824771e+00,5.634412150792430651e+01
1.265162803198871622e+01,5.033611265625946629e+01
2.174873089054506536e+01,5.097792361423096708e+01
1.693720069039313003e+01,5.603200500635944792e+01
1.759287572463178861e+01,5.517959025338794277e+01
1.816407592009714023e+01,5.214515027918555745e+01
1.204862524894538467e+01,4.346139295739849473e+01
2.087750446271523685e+01,5.201873589024571487e+01
4.891311043497941213e+00,6.243447711773612241e+01
1.568460613261560788e+01,4.984865784967541202e+01
1.295681740459221842e+01,4.956345225215374484e+01
1.407829441886007338e+01,4.137060406858152817e+01
1.544184914663389918e+01,5.907853809096408781e+01
1.762350581611172373e+01,5.103771306193849711e+01
2.157520889206902837e+01,4.583388342517198311e+01
1.495575130862913582e+01,5.804517883356773922e+01
2.182622839422557703e+01,4.554458874287861647e+01
8.128794815219546166e+00,6.261320712503145813e+01
1.571629158329910148e+01,5.092894138834486029e+01
2.051275749512031865e+01,5.207405664806434231e+01
1.086548198766504036e+01,5.508344727448858436e+01
2.009018267858734674e+01,4.753674789114825217e+01
1.605841387685798693e+01,4.929792101938198812e+01
2.640562723404610779e+01,4.621790525950923012e+01
1.903361102591000176e+01,4.880227855890363742e+01
1.938560400028827502e+01,5.928354976802143028e+01
1.091508153822469929e+01,4.123129640817104047e+01
1.506411883584824984e+01,5.068149080235973969e+01
2.134328715675231791e+01,4.859130165534257628e+01
1.463812323675258220e+01,5.069878313529732594e+01
1.451122165469581127e+01,4.943480812729828955e+01
5.429261364635070919e+00,4.679123530658478103e+01
1.435505526280469368e+01,4.537553625277043068e+01
7.000223476941458856e+00,5.424411915809417195e+01
4.898123224810291276e+00,4.871088384370872859e+01
1.605874392250399296e+01,4.588879986398828237e+01
1.092220316149708381e+01,4.649941142010163730e+01
2.301285814538172048e+01,4.586903114761349798e+01
1.687439065868298727e+01,4.849360456876127046e+01
1.567138676949445220e+01,4.448000684293091922e+01
1.111241368980109989e+01,4.443981624988685297e+01
7.598425398355899141e+00,4.710043389886470777e+01
7.459758258230463568e+00,5.129572867290675475e+01
1.218887705360371854e+01,4.825305236692236122e+01
1.752956046221633812e+01,4.298789485725877313e+01
1.460638857739772156e+01,5.050057126803780250e+01
1.344427087022307887e+01,4.137379499561946261e+01
1.296721882857372776e+01,4.283379497647865719e+01
1.641756705461139276e+01,5.807857955740819733e+01
1.213436482306361164e+01,5.134921186875745747e+01
2.730394482546923385e+01,5.212038470983590344e+01
1.795544538919271815e+01,4.308357118799516883e+01
1.872592386563970734e+01,4.147229267167872280e+01
1.535171388080752664e+01,4.829667228309017446e+01
1.654587618627308387e+01,5.474196312742023451e+01
1.200971913096333843e+01,5.232672038167094541e+01
2.192309330370995468e+01,4.332800785911447861e+01
2.233614221305264991e+01,5.001703233364110446e+01
1.468506560575963960e+01,4.834135406510767297e+01
2.069586338987508967e+01,5.481703705358085443e+01
1.281805932055747732e+01,4.619100554785150337e+01
1.172959108879840429e+01,4.518132821043325009e+01
7.842227304010949140e+00,3.661773718329578742e+01
1.054129470269436908e+01,4.837411488877327770e+01
5.210928405992042656e+00,5.123323524043583888e+01
1.735476764860898768e+01,5.129483982096162009e+01
1.433744087985091120e+01,4.450340405750851858e+01
6.158767073562271932e+00,5.230053526365134076e+01
1.153290448316358940e+01,5.554496583975977586e+01
1.824794844755601986e+01,4.163386531376955446e+01
1.780497921986305698e+01,4.152748060945388886e+01
1.503166428082245254e+01,5.112668837262765464e+01
9.881551186980686907e+00,4.759161281526838394e+01
2.055821318429365974e+01,5.437845139627528113e+01
1.975618452660226154e+01,4.611771990450115766e+01
4.974980530792851852e+00,5.384540607237972409e+01
9.991480647788394620e+00,5.349648655174258494e+01
1.557908232527013581e+01,4.899212783375541846e+01
2.042752939045652028e+01,4.764042547544902817e+01
1.280786504051441810e+01,5.188360672795474215e+01
1.577681581249824205e+01,5.215571476885359914e+01
1.652543096658658683e+01,5.163218919037493748e+01
1.758432295675928358e+01,5.265396017854207855e+01
6.702216793060063793e+00,5.742357129267517024e+01
1.520495892480316691e+01,4.660916294027521189e+01
1.734487632542810331e+01,5.032986528521067982e+01
2.234126594502448171e+01,4.563281766843515896e+01
2.172492663869176255e+01,4.779226262928283120e+01
1.136976234141076958e+01,5.572471502407258725e+01
9.787570867640859262e+00,5.286502572345895601e+01
1.289887763282643718e+01,4.139078132962767143e+01
1.118769354120814796e+01,5.576036264808794840e+01
1.649453820911837454e+01,4.362313518317196781e+01
1.557975243251566688e+01,5.330108911352322565e+01
1.655247379038338806e+01,5.805037971787785267e+01
1.815037425029981932e+01,4.450138372650324925e+01
1.871687176937248154e+01,5.162573068866081627e+01
1.949296353928383141e+01,4.776408265685010690e+01
1.409858140323079922e+01,4.469773336436303168e+01
2.228055407163864032e+01,4.306086854636489392e+01
6.432708598153341839e+00,4.812725782219435899e+01
1.801711847142541956e+01,4.643596603065800110e+01
9.735293671692382134e+00,5.233025878467029202e+01
9.931197563441529041e+00,4.375440843211634245e+01
1.372985023282405237e+01,4.577588359592736822e+01
2.176073727667465008e+01,5.123779544982669165e+01
1.739174743222315556e+01,4.818929717147459257e+01
1.577144658360804996e+01,5.443637786569838255e+01
9.992010618036108127e+00,4.343306303700715887e+01
9.363802301118719029e+00,3.979483924387275806e+01
1.791425292099258115e+01,4.992701182186179665e+01
9.803939704243379794e+00,5.758140802225052113e+01
1.570310929516661957e+01,5.294626691215304248e+01
4.451512781015035003e+00,4.660203506973427778e+01
6.071685287895897787e+00,5.058202587610733048e+01
2.248651272133080425e+01,4.791831881146206484e+01
2.093906972742065165e+01,4.638120367281680245e+01
1.388921751021115725e+01,4.924034933920327006e+01
4.776450474784045497e+00,4.731414668699095216e+01
1.372018228968700448e+01,4.853636204440385882e+01
1.555660205192363321e+01,5.742933171085854127e+01
1.750428417359040623e+01,4.526404158454202076e+01
2.121712343082770857e+01,5.440984626911560440e+01
1.508386816031493538e+01,5.246505546752782578e+01
8.158725784900235922e+00,4.532515428759248266e+01
1.289068814602071100e+01,5.131768488675322004e+01
7.440011848247198856e+00,5.721745967709135527e+01
1.250352618794819115e+01,4.728120531567827101e+01
1.754162765604770513e+01,5.141415147004675390e+01
1.269046296828610210e+01,5.328437576408197174e+01
1.827418265617533066e+01,3.994243041929378535e+01
2.142752356426419880e+01,4.107249433586748211e+01
1.506535465536454232e+01,4.312392374434557496e+01
6.017267733227252791e+01,5.702496554795258277e+01
5.575875287222807231e+01,4.615031111892083970e+01
6.109763972584886460e+01,4.635135493113643435e+01
5.861209551799798589e+01,4.658342500950234211e+01
5.367466679755548853e+01,4.277668736618884537e+01
6.778369887410678984e+01,3.622097763225018952e+01
5.574721902951084473e+01,4.609615429535976716e+01
6.087924271506942375e+01,4.218164778711537366e+01
6.032996497967609884e+01,4.204518659531972702e+01
5.530372631453187893e+01,4.720103098721734369e+01
6.501019513238914271e+01,5.018523423697475749e+01
6.007129958567769279e+01,4.493241454276932956e+01
6.010104664396792629e+01,4.632694341692366180e+01
6.357255200234587278e+01,3.692813196333362669e+01
6.267499205436622844e+01,3.983259156621922870e+01
5.533302775122837858e+01,4.176606472283614835e+01
5.925508781950308190e+01,2.772429463810044581e+01
6.071148519751418604e+01,3.878000826490569608e+01
6.579766926686052386e+01,4.710456355109749893e+01
6.301401500999440231e+01,5.008584033466381413e+01
5.778366435170285342e+01,3.720513253960704247e+01
6.240545982233177114e+01,4.856366144411128261e+01
5.669585052513080115e+01,4.870331817929684348e+01
5.349194569479497829e+01,3.860025426521753644e+01
6.277482459703736595e+01,4.316697152577600605e+01
5.578124503019603964e+01,4.381993749884959755e+01
5.989643110821823768e+01,3.912198428655157301e+01
5.996161906682716136e+01,4.917304137109321971e+01
5.562365483597740479e+01,4.914089164836538970e+01
6.259595446285293718e+01,4.977610557732508312e+01
5.957182571456291242e+01,3.492458143832087103e+01
5.389918345030137914e+01,3.951514488598208885e+01
5.509099697900286685e+01,4.803962302090405956e+01
6.756452504871194265e+01,4.697190441621471280e+01
5.638018345442372947e+01,4.039964857609110993e+01
5.876918991077749865e+01,5.391853160759929864e+01
5.935161049422720225e+01,3.929613165141788045e+01
6.347567882505511250e+01,4.159806367198184063e+01
5.139531264438105040e+01,4.452073421057978209e+01
5.993403780328038977e+01,4.378434686850027902e+01
5.885351714962671821e+01,4.538511680126968173e+01
5.716148658248684455e+01,5.160598870667285354e+01
5.713340317163508075e+01,3.819403482635050295e+01
5.957807793790614426e+01,5.443532539485610755e+01
6.135748084856744811e+01,3.953790634561735118e+01
5.531133519654542852e+01,3.726706843315110262e+01
5.048261629256561633e+01,3.453676682918653995e+01
6.251102884272612670e+01,3.565247100330815044e+01
6.220917521699351482e+01,4.703968092164122794e+01
6.479713774252752501e+01,4.009719819966089460e+01
5.971122828706674568e+01,4.147026553597383014e+01
6.805153761862128192e+01,4.778357081249075122e+01
6.777070710163555134e+01,4.914047001412230031e+01
6.449036218389689168e+01,3.954697948423336840e+01
5.969710776952054943e+01,5.244389072716445099e+01
5.702189606670273037e+01,4.717990625059582754e+01
6.564481376801577994e+01,5.188922337841599131e+01
5.981302399700654604e+01,4.456487548179597979e+01
6.229120331371527186e+01,3.809542219547410014e+01
5.689813221197665172e+01,4.635588199752407235e+01
5.997019052160499797e+01,5.007211959223531750e+01
6.049358377348733029e+01,4.338059630973280889e+01
5.942772319031244166e+01,4.495494360748867990e+01
5.462096810231956567e+01,4.654549807693176433e+01
5.857628990704756689e+01,4.680498030664784892e+01
6.355609286685242409e+01,5.281971853243552317e+01
6.651104192703755302e+01,3.880601821069029711e+01
6.193960187294629804e+01,3.797617877852706414e+01
6.584221306137126817e+01,3.863329669265275612e+01
5.979108495322567762e+01,4.700338980636338704e+01
4.399292559239938782e+01,4.893277215231006494e+01
6.662427500078256060e+01,5.187290239802167235e+01
5.749519227188459780e+01,5.363126021910770191e+01
6.231921720421478028e+01,4.856194518752840850e+01
6.337792176189812210e+01,3.444252084465395569e+01
6.381245810876517055e+01,4.490628081258072513e+01
5.755252796337700261e+01,4.390814671981165418e+01
5.883738442108559497e+01,4.126966893590406471e+01
5.937345081918991951e+01,5.066083222453553248e+01
5.441206795213449254e+01,4.651790561386745537e+01
6.040233873157436051e+01,4.195352105772643370e+01
5.314264406838032073e+01,4.438494849968862610e+01
6.092632178511829011e+01,4.628132606867543331e+01
5.058453457378644202e+01,4.910508505093148557e+01
5.451692006357431808e+01,4.003354839706842938e+01
6.812858167109935437e+01,5.130467478110409729e+01
5.447469654964459096e+01,4.941528891008272950e+01
7.269301318757354125e+01,4.950700331173240443e+01
6.492391690760720735e+01,5.486502375395971853e+01
6.531700614447352393e+01,4.960007761344829191e+01
6.002138944231434436e+01,4.501563433824934890e+01
6.791230883040631738e+01,5.156017003382756769e+01
5.514943939230010272e+01,4.326473383026151964e+01
6.658106754044342779e+01,5.453125121799725150e+01
6.195983297186518968e+01,4.870346838047325377e+01
6.158612897781141271e+01,4.625766601180227866e+01
7.252169957164193193e+01,4.952392821391533317e+01
5.791452391695459312e+01,3.711494439421294089e+01
6.129761083017794476e+01,3.898570736524039404e+01
7.185212582382723667e+01,4.939320056162837602e+01
6.027689039494936196e+01,4.449690288712076836e+01
6.210411742123557843e+01,4.642527262597163684e+01
5.617755754817854097e+01,4.784151227879076629e+01
6.574169085655120170e+01,5.012803409107731767e+01
5.258318884427724527e+01,3.810666495793154240e+01
6.045829225112638738e+01,4.562736166327918852e+01
5.900727713071971436e+01,4.214367580779053668e+01
6.440110278259766119e+01,4.651608097458202451e+01
6.358020197943557861e+01,5.345705609197541719e+01
6.414116343091113492e+01,3.478580424684697903e+01
5.559683684799981052e+01,4.452305391678581259e+01
5.613343949126888788e+01,3.992049714147611894e+01
5.614010678759890283e+01,4.207078153275263332e+01
6.218770598179003883e+01,5.233904468595920889e+01
4.889269855113804653e+01,3.305926789122177212e+01
4.986837835205182046e+01,4.421542438188543400e+01
6.369905727105052051e+01,4.556385286915593014e+01
5.865048754310654289e+01,4.769881386153827663e+01
5.576228221196652868e+01,3.613353585641941379e+01
5.931524728130678881e+01,5.276654941087475947e+01
5.920851965484023083e+01,4.685584007629631031e+01
6.342320401171004107e+01,4.292574831453919160e+01
6.535073134826576791e+01,4.538887256364065337e+01
6.911245207672385504e+01,4.235210859496925195e+01
5.739652949171315299e+01,4.555101509247724323e+01
6.426178374004005889e+01,4.358247398879085210e+01
6.413354344884844238e+01,4.751240904595810832e+01
5.760086523336940445e+01,5.293532990972508401e+01
6.024551670987526819e+01,4.551699936332153129e+01
6.599112951122987170e+01,4.014966622222961234e+01
5.402396807017257174e+01,4.205937652782721869e+01
6.229130386724664703e+01,3.884717541297487742e+01
5.523512592404148336e+01,4.432879197179462238e+01
6.324543472991850734e+01,4.530366830859843219e+01
6.910319549458156985e+01,4.198165213714668198e+01
5.972970889031085306e+01,4.777034167205486170e+01
5.571895592966239974e+01,4.565119999528837980e+01
5.591228845876693754e+01,4.880390007951400833e+01
5.253272227475254397e+01,4.059863584527426639e+01
4.549501038819247611e+01,4.863138444786090275e+01
5.911363699757139756e+01,4.382935137646403945e+01
5.943939725731230794e+01,4.559171174142236538e+01
6.676996292859419668e+01,4.241513344603666269e+01
6.238528248469241078e+01,4.434945222384302355e+01
5.825601546602809577e+01,4.772491443694909208e+01
6.123927748838447371e+01,4.963138031167011377e+01
6.044786081506978803e+01,4.638822165943338405e+01
6.060617175105188892e+01,4.904612831655067851e+01
6.490737647098336538e+01,5.322645497362299238e+01
6.352757607692684871e+01,4.518963072404226011e+01
5.821007482338210082e+01,5.134599938017343845e+01
5.606078356343275004e+01,4.564535016051700467e+01
5.774928854659646760e+01,4.505057733154172439e+01
6.273016254974218953e+01,3.842640682734359814e+01
6.708572158459317336e+01,5.097312425685571213e+01
6.377900274660403568e+01,4.012238020940688443e+01
6.903908258498915984e+01,4.986483466988829605e+01
5.972818589005466094e+01,4.983980499140111675e+01
6.247859701000903954e+01,4.421050633067305569e+01
5.510987105811254594e+01,5.147048822654241462e+01
6.128972753743259005e+01,4.805448773945001761e+01
5.384423887946992693e+01,5.664633430916401835e+01
6.341225783662275006e+01,3.913620675823092654e+01
6.909475984971257390e+01,3.531986271651916809e+01
5.859576239160102773e+01,4.436778605284158061e+01
